GeneID	chr_target	start_target	end_target	chr_query	start_query	end_query
ENSG00000125304	chr13	99426311	99584048	NC_071399_1	31559296	51613416
ENSG00000125246	chr13	99586669	99917134	NC_071399_1	31227603	51335836
ENSG00000139800	chr13	99942964	99991909	NC_071399_1	31143862	51150141
ENSG00000043355	chr13	99961784	100006765	NC_071399_1	31129957	51133534
ENSG00000175198	chr13	100069015	100550437	NC_071399_1	30600944	51074328
ENSG00000134864	chr13	100510164	100609528	NC_071399_1	30598497	50598967
ENSG00000125247	chr13	100583625	100695093	NC_071399_1	30483167	50491253
ENSG00000102452	chr13	101033776	101436508	NC_071399_1	29797068	50047053
ENSG00000198542	chr13	101432593	101740856	NC_071399_1	29369166	49636229
ENSG00000102466	chr13	101690804	102422457	NC_071399_1	29149093	49362020
ENSG00000134900	chr13	102576986	102699958	NC_071399_1	28401881	48444901
ENSG00000139780	chr13	102665747	102715044	NC_071399_1	15698461	35704519
ENSG00000175820	chr13	102709367	102779072	NC_071399_1	15751017	35758294
ENSG00000151287	chr13	102745888	102793811	NC_071399_1	28292698	48295754
ENSG00000134901	chr13	102764281	102818976	NC_071399_1	28255777	48267209
ENSG00000134897	chr13	102779119	102861533	NC_071399_1	28219377	48242468
ENSG00000134899	chr13	102825831	102895995	NC_071399_1	28180513	48206013
ENSG00000125255	chr13	103023998	103086417	NC_071399_1	27902174	47920921
ENSG00000125266	chr13	106469745	106555662	NC_071399_1	23852180	43899323
ENSG00000134884	chr13	106521673	106588137	NC_071399_1	23821775	43844334
ENSG00000204442	chr13	107143510	107887496	NC_071399_1	22602894	43215848
ENSG00000174405	chr13	108187439	108238368	NC_071399_1	22372084	42374819
ENSG00000139826	chr13	108198392	108254243	NC_071399_1	22343277	42344290
ENSG00000102524	chr13	108231240	108328484	NC_071399_1	22247445	42291988
ENSG00000041515	chr13	108576152	109228005	NC_071399_1	21510694	41991473
ENSG00000185950	chr13	109732695	109806583	NC_071399_1	21020004	41024014
ENSG00000187498	chr13	110128963	110327157	NC_071399_1	20548093	40699297
ENSG00000134871	chr13	110285812	110533209	NC_071399_1	20365005	40501430
ENSG00000139832	chr13	110503066	110581722	NC_071399_1	20322863	40358307
ENSG00000213995	chr13	110595545	110659996	NC_071399_1	20253473	40286660
ENSG00000134905	chr13	110621412	110733603	NC_071399_1	20203031	40250425
ENSG00000153487	chr13	110692736	110743339	NC_071399_1	20198806	40202620
ENSG00000088448	chr13	110858540	110935069	NC_071399_1	20074244	40106695
ENSG00000102606	chr13	111094559	111325737	NC_071399_1	19847425	39980951
ENSG00000153495	chr13	111296184	111364249	NC_071391_1	94908454	114908570
ENSG00000182968	chr13	112047149	112091706	NC_071399_1	19161562	39162722
ENSG00000153498	chr13	112356355	112454689	NC_071399_1	20050730	40050822
ENSG00000126216	chr13	112465011	112608205	NC_071399_1	18805035	38897420
ENSG00000068650	chr13	112670038	112907168	NC_071399_1	18576017	38644107
ENSG00000126217	chr13	112874378	113119742	NC_071399_1	18399468	38556166
ENSG00000057593	chr13	113085788	113140685	NC_071399_1	18381186	38395256
ENSG00000126218	chr13	113102799	113169529	NC_071399_1	18357143	38376982
ENSG00000126231	chr13	113138648	113192386	NC_071399_1	18343217	38352523
ENSG00000126226	chr13	113157536	113228715	NC_071399_1	18318560	38340885
ENSG00000139842	chr13	113188193	113287108	NC_071399_1	18249323	38301345
ENSG00000185896	chr13	113277239	113343672	NC_071399_1	18219808	38235642
ENSG00000139835	chr13	113304163	113384148	NC_071399_1	18188980	38216699
ENSG00000153531	chr13	113379610	113473524	NC_071399_1	18121860	38164673
ENSG00000150401	chr13	113435819	113510951	NC_071388_1	32062162	52077103
ENSG00000150403	chr13	113471021	113574590	NC_071399_1	18036575	38074075
ENSG00000198176	chr13	113564721	113661473	NC_071399_1	17978253	38001029
ENSG00000186009	chr13	113628804	113678198	NC_071399_1	17968505	37975107
ENSG00000185974	chr13	113647219	113757736	NC_071399_1	17948603	37960016
ENSG00000184497	chr13	113739226	113836995	NC_071399_1	17895025	37937792
ENSG00000183087	chr13	113800549	113884076	NC_071399_1	17861096	37887773
ENSG00000283199	chr13	113933705	113994076	NC_071399_1	17747673	37761145
ENSG00000185989	chr13	113957783	114152623	NC_071399_1	17630334	37743760
ENSG00000283361	chr13	114134691	114243084	NC_071399_1	17587614	37599940
ENSG00000130177	chr13	114214887	114292723	NC_071399_1	17535536	37564152
ENSG00000198824	chr13	114294482	114357626	NC_071399_1	17480907	37483375
ENSG00000257115	chr14	18581117	18622097	NC_071393_1	56700694	76701614
ENSG00000258453	chr14	19692904	19734332	NC_071393_1	56700694	76701614
ENSG00000176294	chr14	19699015	19850253	NC_071393_1	56894053	76894973
ENSG00000182652	chr14	19723571	19769469	NC_071393_1	56726475	76727440
ENSG00000176299	chr14	19753504	19803696	NC_071393_1	56757304	76758243
ENSG00000165762	chr14	19855142	19903932	NC_071393_1	56832325	76833263
ENSG00000176281	chr14	19900607	19941578	NC_071393_1	56853053	76853970
ENSG00000155249	chr14	19910917	19956757	NC_071393_1	56853053	76853985
ENSG00000169488	chr14	19955591	19996565	NC_071393_1	56796477	76797397
ENSG00000196383	chr14	19979913	20024760	NC_071393_1	56726499	76727404
ENSG00000169484	chr14	19994143	20039307	NC_071393_1	56796477	76797406
ENSG00000176253	chr14	20009399	20056038	NC_071393_1	56796477	76797388
ENSG00000176246	chr14	20040045	20080983	NC_071393_1	56796477	76853973
ENSG00000176230	chr14	20090739	20142199	NC_071393_1	56796477	76797415
ENSG00000184394	chr14	20118820	20165471	NC_071393_1	56894053	76894979
ENSG00000196832	chr14	20170896	20221075	NC_071393_1	56599979	76600905
ENSG00000176219	chr14	20203710	20244702	NC_071393_1	56547889	76576796
ENSG00000176198	chr14	20219286	20264349	NC_071393_1	56547883	76548827
ENSG00000136319	chr14	20236558	20325960	NC_071393_1	56509750	76526299
ENSG00000100814	chr14	20291368	20353312	NC_071393_1	56498332	76504743
ENSG00000129484	chr14	20323615	20377904	NC_071393_1	56463237	76476195
ENSG00000129566	chr14	20345667	20433501	NC_071393_1	56411247	76449653
ENSG00000185271	chr14	20405852	20456166	NC_071393_1	56390841	76397113
ENSG00000092094	chr14	20426401	20475089	NC_071393_1	56369948	76376263
ENSG00000100823	chr14	20435191	20477772	NC_071400_1	1	14821471
ENSG00000165782	chr14	20437681	20481465	NC_071394_1	58242960	78243106
ENSG00000198805	chr14	20448954	20497089	NC_071393_1	56362237	76366899
ENSG00000182545	chr14	20485537	20531169	NC_071393_1	56330379	76331044
ENSG00000188655	chr14	20536093	20580931		0	0
ENSG00000173464	chr14	20563559	20629884		0	0
ENSG00000258436	chr14	20570193	20610823	NC_071393_1	56273040	76273477
ENSG00000181803	chr14	20620696	20661691	NC_071393_1	56234898	76235849
ENSG00000214274	chr14	20664177	20718971	NC_071393_1	56189359	76189802
ENSG00000258818	chr14	20664560	20721216	NC_071393_1	56182952	76183395
ENSG00000181562	chr14	20725887	20768380	NC_071393_1	56175932	76176372
ENSG00000181552	chr14	20748404	20790948	NC_071393_1	56175932	76176372
ENSG00000169413	chr14	20761268	20802467	NC_071393_1	56166015	76166467
ENSG00000129538	chr14	20781228	20822855	NC_071393_1	56143610	76144074
ENSG00000169397	chr14	20871385	20912348		0	0
ENSG00000169385	chr14	20935487	20976436		0	0
ENSG00000165792	chr14	20969973	21017035	NC_071393_1	56055655	76061756
ENSG00000165794	chr14	20979255	21021871	NC_071393_1	51697162	71698939
ENSG00000165795	chr14	20996763	21090872	NC_071393_1	56040807	76046246
ENSG00000179636	chr14	21004109	21056276	NC_071393_1	56030895	76032442
ENSG00000206150	chr14	21012818	21054807	NC_071393_1	56028673	76029131
ENSG00000165799	chr14	21022316	21064234	NC_071393_1	56166015	76166449
ENSG00000165801	chr14	21050273	21110248	NC_071393_1	55971371	75985792
ENSG00000165804	chr14	21070077	21124722	NC_071393_1	55967104	75969744
ENSG00000232070	chr14	21078811	21123724	NC_071393_1	55957626	75959380
ENSG00000169327	chr14	21128370	21179060	NC_071393_1	55927270	75928349
ENSG00000092199	chr14	21189136	21289494	NC_071393_1	55869806	75895543
ENSG00000092200	chr14	21260083	21371301	NC_071393_1	55786091	75808751
ENSG00000092201	chr14	21331476	21404019	NC_071393_1	55725874	75755753
ENSG00000100888	chr14	21365194	21476126	NC_071393_1	55666490	75710316
ENSG00000092203	chr14	21456597	21519175	NC_071393_1	55605286	75619215
ENSG00000165819	chr14	21478133	21531342	NC_071393_1	55598793	75604053
ENSG00000165821	chr14	21501080	21557216	NC_071393_1	55567250	75580965
ENSG00000169208	chr14	21548520	21600076	NC_071393_1	55516082	75540678
ENSG00000255582	chr14	21613836	21654940	NC_071393_1	55516055	75516984
ENSG00000256553	chr14	21622889	21663578	NC_071393_1	55505655	75505972
ENSG00000221977	chr14	21633835	21687642	NC_071393_1	55491107	75492048
ENSG00000276240	chr14	21647886	21693818	NC_071393_1	55475376	75476320
ENSG00000211801	chr14	22032514	22073056	NC_071393_1	54205365	74205898
ENSG00000211806	chr14	22092347	22133031		0	0
ENSG00000211812	chr14	22182583	22223368	NC_071393_1	54117564	74117875
ENSG00000211820	chr14	22300188	22340691		0	0
ENSG00000211821	chr14	22402371	22443042		0	0
ENSG00000237235	chr14	22419007	22459015		0	0
ENSG00000211825	chr14	22430089	22470139		0	0
ENSG00000211826	chr14	22435249	22475296		0	0
ENSG00000211827	chr14	22436689	22476742	NC_071393_1	53841046	73841093
ENSG00000211832	chr14	22456553	22496606		0	0
ENSG00000211833	chr14	22457707	22497769		0	0
ENSG00000211834	chr14	22458872	22498934	NC_071393_1	53855151	73855213
ENSG00000211842	chr14	22472851	22512907		0	0
ENSG00000211845	chr14	22474821	22514883		0	0
ENSG00000211847	chr14	22476887	22516952	NC_071393_1	53823122	73823193
ENSG00000211857	chr14	22489341	22529406		0	0
ENSG00000211858	chr14	22490968	22531024		0	0
ENSG00000211860	chr14	22493939	22533998	NC_071393_1	53823122	73823181
ENSG00000211861	chr14	22495623	22535688	NC_071393_1	1	10576051
ENSG00000211863	chr14	22498446	22538505		0	0
ENSG00000211864	chr14	22498812	22538871		0	0
ENSG00000211866	chr14	22500416	22540478	NC_071393_1	53817768	73817830
ENSG00000211867	chr14	22502040	22542102	NC_071393_1	53816184	73816246
ENSG00000211870	chr14	22505263	22545322		0	0
ENSG00000211871	chr14	22505650	22545715	NC_071393_1	53811465	73811530
ENSG00000211876	chr14	22511076	22551138	NC_071393_1	53806385	73806447
ENSG00000211877	chr14	22511939	22551998		0	0
ENSG00000211878	chr14	22512502	22552561		0	0
ENSG00000211884	chr14	22520247	22560306		0	0
ENSG00000129562	chr14	22544907	22609224	NC_071393_1	53755653	73765144
ENSG00000100439	chr14	22578237	22633215	NC_071393_1	53735962	73746443
ENSG00000255804	chr14	22610929	22664352	NC_071393_1	53717588	73718556
ENSG00000155463	chr14	22746522	22793042	NC_071393_1	53585862	73587620
ENSG00000155465	chr14	22753222	22849820	NC_071393_1	53558461	73584768
ENSG00000172590	chr14	22809879	22855037	NC_071393_1	53542993	73545476
ENSG00000157227	chr14	22816560	22869041	NC_071393_1	53529300	73540627
ENSG00000197324	chr14	22851740	22901713	NC_071393_1	53513023	73517398
ENSG00000139890	chr14	22863222	22907678	NC_071393_1	53504485	73507977
ENSG00000100461	chr14	22873204	22939182	NC_071393_1	53487474	73492813
ENSG00000100462	chr14	22900525	22949408	NC_071393_1	53474677	73481930
ENSG00000092036	chr14	22926228	22977161	NC_071393_1	53448353	73454260
ENSG00000129474	chr14	22951177	23002551	NC_071393_1	53426457	73434677
ENSG00000100802	chr14	22965894	23030166	NC_071393_1	53412894	73422454
ENSG00000100804	chr14	22996543	23055230	NC_071393_1	53387108	73391288
ENSG00000222028	chr14	23022212	23064060	NC_071393_1	53381977	73382873
ENSG00000139880	chr14	23027062	23077538	NC_071393_1	53370099	73377452
ENSG00000100813	chr14	23038564	23115614	NC_071393_1	53336802	73366948
ENSG00000179933	chr14	23075505	23120456	NC_071393_1	53333253	73333678
ENSG00000283654	chr14	23079062	23124989	NC_071393_1	53327573	73332141
ENSG00000092067	chr14	23097306	23139255	NC_071393_1	53317219	73318660
ENSG00000092068	chr14	23105295	23203674	NC_071393_1	53260887	73310027
ENSG00000215277	chr14	23165316	23293477	NC_071393_1	53193415	73227195
ENSG00000215271	chr14	23252422	23319447	NC_071393_1	53182184	73191298
ENSG00000235194	chr14	23275652	23322859	NC_071393_1	53171442	73172554
ENSG00000129473	chr14	23278790	23331751	NC_071393_1	53165375	73166552
ENSG00000100836	chr14	23301457	23346163	NC_071400_1	59237098	79238000
ENSG00000092096	chr14	23326306	23372912	NC_071393_1	53137351	73143240
ENSG00000100842	chr14	23336403	23385752	NC_071393_1	53123804	73130807
ENSG00000166090	chr14	23352809	23396403	NC_071393_1	53112180	73114655
ENSG00000166091	chr14	23356773	23399772	NC_071393_1	53108616	73110813
ENSG00000197616	chr14	23361982	23428273	NC_071393_1	53081263	73105973
ENSG00000092054	chr14	23392740	23455660	NC_071393_1	53056209	73075412
ENSG00000129460	chr14	23449689	23529862	NC_071393_1	53026122	73028462
ENSG00000136367	chr14	23500857	23576192	NC_071393_1	52963663	72976598
ENSG00000259431	chr14	23535988	23580271	NC_071393_1	52944217	72946232
ENSG00000213983	chr14	23539565	23588070	NC_071393_1	52936447	72943345
ENSG00000092051	chr14	23548035	23598790	NC_071393_1	52927306	72934177
ENSG00000157326	chr14	23933734	23989279	NC_071393_1	52741928	72751756
ENSG00000187630	chr14	23949874	24026408	NC_071393_1	52741928	72751753
ENSG00000186648	chr14	24032009	24089729	NC_071393_1	52724518	72739165
ENSG00000100884	chr14	24050837	24098100	NC_071393_1	52716211	72722357
ENSG00000129535	chr14	24058662	24135010	NC_071393_1	52711518	72713139
ENSG00000100889	chr14	24074053	24130598	NC_071393_1	52693557	72699135
ENSG00000100897	chr14	24094195	24145242	NC_071393_1	52677585	72684279
ENSG00000139914	chr14	24110659	24152849	NC_071393_1	52672120	72673361
ENSG00000092010	chr14	24116163	24158967	NC_071393_1	52667423	72669916
ENSG00000092010	chr14	24116163	24158967	NW_026527656_1	1	10545
ENSG00000100908	chr14	24118959	24161591	NC_071393_1	52664886	72667221
ENSG00000100908	chr14	24118959	24161591	NW_026527656_1	1	10545
ENSG00000100911	chr14	24123362	24167570	NC_071393_1	52660461	72663598
ENSG00000100911	chr14	24123362	24167570	NW_026527656_1	1	10545
ENSG00000092098	chr14	24126683	24180660	NC_071393_1	52648973	72659389
ENSG00000213928	chr14	24141265	24186565	NC_071393_1	52643622	72647456
ENSG00000100918	chr14	24151853	24200257	NC_071393_1	52634142	72639748
ENSG00000196497	chr14	24160219	24208869	NC_071393_1	52625593	72633793
ENSG00000100926	chr14	24169149	24215687	NC_071393_1	52620255	72624990
ENSG00000139908	chr14	24185696	24228362	NC_071393_1	52612322	72614486
ENSG00000254505	chr14	24189615	24233830	NC_071393_1	52609407	72611175
ENSG00000213920	chr14	24193943	24236070	NC_071393_1	52605519	72606705
ENSG00000129559	chr14	24196857	24252367	NC_071393_1	52603204	72604199
ENSG00000100938	chr14	24212422	24259242	NC_071393_1	52588058	72594297
ENSG00000092330	chr14	24219643	24262674	NC_071393_1	52584584	72587065
ENSG00000092295	chr14	24229114	24284432	NC_071393_1	52562474	72574766
ENSG00000100949	chr14	24245538	24291611	NC_071393_1	52553788	72559116
ENSG00000157379	chr14	24270598	24319780	NC_071393_1	52529108	72538356
ENSG00000196943	chr14	24279850	24329124	NC_071393_1	52523214	72528311
ENSG00000136305	chr14	24285096	24331430	NC_071393_1	52520189	72522702
ENSG00000213906	chr14	24285734	24332053	NC_071393_1	52516923	72518089
ENSG00000213903	chr14	24291450	24338036	NC_071393_1	52512385	72513413
ENSG00000129467	chr14	24298349	24355093	NC_071393_1	52495454	72510683
ENSG00000129465	chr14	24316025	24360022	NC_071393_1	52490159	72493876
ENSG00000100968	chr14	24345673	24399604	NC_071393_1	52453092	72462994
ENSG00000205978	chr14	24379003	24439283	NC_071393_1	52416898	72433683
ENSG00000139899	chr14	24406545	24450954	NC_071393_1	52397112	72398334
ENSG00000100441	chr14	24409286	24461843	NC_071393_1	52389035	72395383
ENSG00000100445	chr14	24419766	24462905	NC_071393_1	52383953	72386290
ENSG00000092009	chr14	24485353	24528265	NC_071393_1	52354553	72357424
ENSG00000100448	chr14	24553518	24596250	NC_071393_1	52284863	72286540
ENSG00000100450	chr14	24586480	24629699	NC_071393_1	52284027	72286534
ENSG00000100453	chr14	24610954	24654267	NC_071393_1	52251994	72255031
ENSG00000168952	chr14	24789656	25070297	NC_071393_1	51976148	72042930
ENSG00000139910	chr14	26423090	26618033	NC_071393_1	50277288	70427485
ENSG00000176165	chr14	28746787	28790277	NC_071393_1	48230604	68232064
ENSG00000184304	chr14	29556479	30211898	NC_071393_1	47070723	67383235
ENSG00000092140	chr14	30539158	30640064	NC_071393_1	46379216	66413866
ENSG00000092108	chr14	30602291	30757694	NC_071393_1	46265875	66373636
ENSG00000100473	chr14	30854514	30915065	NC_071393_1	46121576	66133197
ENSG00000196792	chr14	30873799	31046401	NC_071393_1	46005810	66116820
ENSG00000100478	chr14	31005106	31150996	NC_071393_1	45936426	65982734
ENSG00000092148	chr14	31080112	31227804	NC_071393_1	45871870	65960895
ENSG00000129493	chr14	31271788	31440550	NC_071393_1	45731558	65831800
ENSG00000129480	chr14	31426036	31477506	NC_071393_1	45678152	65688820
ENSG00000214943	chr14	31462875	31508039	NC_071393_1	45659663	65660661
ENSG00000151413	chr14	31469956	31881224	NC_071393_1	45357734	65593719
ENSG00000100852	chr14	32056114	32179728	NC_071393_1	45091816	65149823
ENSG00000151320	chr14	32309298	32857684	NC_071393_1	44499470	64864399
ENSG00000151322	chr14	32914396	33840863	NC_071393_1	43556530	64410445
ENSG00000129521	chr14	33904227	34482774	NC_071393_1	43443903	63448479
ENSG00000165389	chr14	34412788	34482240	NC_071393_1	42896654	62916554
ENSG00000129518	chr14	34495938	34559711	NC_071393_1	42828565	62849377
ENSG00000129515	chr14	34541093	34650160	NC_071393_1	42731135	62793695
ENSG00000165410	chr14	34689113	34734823	NC_071393_1	42660626	62661319
ENSG00000198604	chr14	34732731	34895647	NC_071393_1	42563784	62638613
ENSG00000100883	chr14	34961957	35049686	NC_071393_1	42415450	62444360
ENSG00000151327	chr14	35024907	35133130	NC_071393_1	42381670	62400920
ENSG00000092020	chr14	35065467	35142517	NC_071393_1	42357765	62379023
ENSG00000100890	chr14	35101846	35297622	NC_071393_1	42298450	62356510
ENSG00000100902	chr14	35258633	35337493	NC_071393_1	42162160	62184697
ENSG00000100906	chr14	35381513	35424749	NC_071393_1	42100751	62103336
ENSG00000168348	chr14	35514164	35557054	NC_071393_1	41958964	61960652
ENSG00000174373	chr14	35518352	35829304	NC_071393_1	41738291	61907676
ENSG00000100916	chr14	35806338	35952325	NC_071393_1	41642571	61671169
ENSG00000151332	chr14	36278564	36340637	NC_071393_1	41215824	61234861
ENSG00000257520	chr14	36453207	36541149	NC_071393_1	41036824	61037198
ENSG00000136352	chr14	36496392	36541149	NC_071393_1	41036824	61038858
ENSG00000136327	chr14	36560004	36602614	NC_071393_1	40977050	60978434
ENSG00000198807	chr14	36637568	36699362	NC_071393_1	40872146	60885009
ENSG00000183032	chr14	36657921	37192606	NC_071393_1	40408566	60868037
ENSG00000151338	chr14	37177913	37572361	NC_071393_1	40143522	60321580
ENSG00000129514	chr14	37569552	37616059	NC_071393_1	40053496	60057204
ENSG00000139865	chr14	37575847	38061442	NC_071393_1	39851649	59974852
ENSG00000139874	chr14	38187904	38233067	NC_071393_1	39539954	59541126
ENSG00000176435	chr14	38234000	38276093	NC_071393_1	39495351	59496801
ENSG00000100934	chr14	39011919	39129646	NC_071392_1	121154015	141194879
ENSG00000092208	chr14	39094285	39156973	NC_071393_1	38823718	58844736
ENSG00000182400	chr14	39127811	39190532	NC_071393_1	38811489	58819110
ENSG00000100941	chr14	39155183	39203220	NC_071393_1	38797201	58803876
ENSG00000150527	chr14	39210231	39408513	NC_071393_1	38679364	58783190
ENSG00000165355	chr14	39377669	39452500	NC_071393_1	38630661	58654888
ENSG00000165379	chr14	41586876	41924549	NC_071393_1	36655756	56666452
ENSG00000189139	chr14	44484149	44527283	NC_071393_1	34342686	54345524
ENSG00000179476	chr14	44877275	44927257	NC_071393_1	33910261	53915239
ENSG00000179454	chr14	44904324	45062322	NC_071393_1	33869226	53880057
ENSG00000198718	chr14	44942190	45094431	NC_071393_1	33766486	53856258
ENSG00000185246	chr14	45064107	45136282	NC_071393_1	33719411	53746167
ENSG00000100442	chr14	45095599	45155319	NC_071393_1	33705625	53718134
ENSG00000187790	chr14	45115930	45220890	NC_071393_1	33645087	53702440
ENSG00000129534	chr14	45183190	45273540	NC_071393_1	33597643	53641550
ENSG00000165496	chr14	46631010	46671781	NC_071400_1	50560837	70563201
ENSG00000139915	chr14	46819629	47695605	NC_071393_1	31615966	52443204
ENSG00000213741	chr14	49550984	49619164	NC_071393_1	29814866	49815268
ENSG00000165501	chr14	49578761	49634672	NC_071393_1	29795865	49807274
ENSG00000165502	chr14	49598530	49640626	NC_071393_1	29793028	49793348
ENSG00000165502	chr14	49598530	49640626	NC_071400_1	30702489	50705365
ENSG00000168282	chr14	49600799	49643481	NC_071393_1	29790301	49791641
ENSG00000165506	chr14	49605174	49655244	NC_071393_1	29780972	49787754
ENSG00000100479	chr14	49623555	49708422	NC_071393_1	29748428	49776928
ENSG00000197776	chr14	49673105	49773150	NC_071393_1	29670396	49741049
ENSG00000165516	chr14	49748130	49806385	NC_071393_1	29657230	49667261
ENSG00000165525	chr14	49762083	49872821	NC_071393_1	29612988	49655730
ENSG00000165527	chr14	49873082	49917054	NC_071393_1	88025397	108025924
ENSG00000100483	chr14	50088632	50136600	NC_071393_1	88223123	108229133
ENSG00000100485	chr14	50097130	50251578	NC_071393_1	88230966	108304466
ENSG00000087299	chr14	50217563	50332229	NC_071393_1	88347192	108384985
ENSG00000125375	chr14	50292324	50355558	NC_071393_1	88392287	108399732
ENSG00000100490	chr14	50306265	50436461	NC_071393_1	88398073	108434743
ENSG00000012983	chr14	50398501	50581126	NC_071393_1	88457613	108548120
ENSG00000198513	chr14	50512509	50654017	NC_071393_1	88558118	108609096
ENSG00000151748	chr14	50612058	50688306	NC_071393_1	88611477	108632294
ENSG00000100503	chr14	50699763	50851162	NC_071393_1	88650603	108732086
ENSG00000100504	chr14	50837891	50964483	NC_071393_1	88762066	108836249
ENSG00000131969	chr14	50852053	50924970	NC_071393_1	88773624	108800049
ENSG00000100505	chr14	50955262	51116061	NC_071393_1	88857433	108955305
ENSG00000139921	chr14	51220162	51277655	NC_071393_1	89032176	109044422
ENSG00000139926	chr14	51469100	51750727	NC_071393_1	89409546	109441088
ENSG00000186469	chr14	51806195	51999342	NC_071393_1	89617991	109635193
ENSG00000087302	chr14	51969514	52030694	NC_071393_1	89663788	109679390
ENSG00000087303	chr14	51984803	52089228	NC_071393_1	89680661	109735738
ENSG00000168229	chr14	52247698	52296724	NC_071393_1	89868790	109876250
ENSG00000125384	chr14	52294305	52348598	NC_071393_1	89899808	109911841
ENSG00000087301	chr14	52410596	52572522	NC_071393_1	89992728	110056780
ENSG00000180998	chr14	52532836	52657713	NC_071393_1	90065341	110107946
ENSG00000197930	chr14	52619915	52715900	NC_071393_1	90114080	110152141
ENSG00000100519	chr14	52687178	52748590	NC_071393_1	90161823	110172658
ENSG00000198252	chr14	52710166	52794989	NC_071393_1	90186455	110218862
ENSG00000100522	chr14	52755193	52811668	NC_071393_1	90224441	110233320
ENSG00000073712	chr14	52837268	52972435	NC_071393_1	90302801	110381051
ENSG00000100523	chr14	53016745	53173323	NC_071393_1	90441975	110517221
ENSG00000125378	chr14	53929736	53978761	NC_071393_1	91118179	111120395
ENSG00000100526	chr14	54376849	54440218	NC_071393_1	91453315	111465169
ENSG00000100528	chr14	54403561	54461391	NC_071393_1	91471864	111483811
ENSG00000197045	chr14	54454484	54509026	NC_071393_1	91498379	111504671
ENSG00000100532	chr14	54489812	54559292	NC_071393_1	91518750	111545081
ENSG00000020577	chr14	54546117	54813315	NC_071393_1	91562866	111757008
ENSG00000131979	chr14	54822008	54922826	NC_071393_1	91803579	111841076
ENSG00000198554	chr14	54918949	55047105	NC_071393_1	91870738	111933879
ENSG00000180008	chr14	55007230	55069489	NC_071393_1	91953672	111954997
ENSG00000168175	chr14	55031647	55090194	NC_071393_1	91971028	111972371
ENSG00000131981	chr14	55104110	55165423	NC_071393_1	92023042	112029841
ENSG00000126787	chr14	55128112	55211608	NC_071393_1	92033056	112064628
ENSG00000178974	chr14	55251344	55390053	NC_071393_1	92182533	112184668
ENSG00000126775	chr14	55346391	55431830	NC_071393_1	92201300	112231573
ENSG00000182521	chr14	55393541	55476726	NC_071393_1	92233455	112257366
ENSG00000126777	chr14	55539072	55721526	NC_071393_1	92372377	112445868
ENSG00000139946	chr14	56097814	56321524	NC_071393_1	92767830	112931813
ENSG00000070269	chr14	56468354	56670606	NC_071393_1	93111014	113165887
ENSG00000165588	chr14	56779905	56836693	NC_071393_1	93299343	113303049
ENSG00000070367	chr14	57180507	57288905	NC_071393_1	93609426	113637818
ENSG00000053770	chr14	57248924	57318742	NC_071393_1	93656075	113668500
ENSG00000139977	chr14	57370544	57435906	NC_071393_1	93743344	113750991
ENSG00000100557	chr14	57449300	57513867	NC_071393_1	93792227	113798574
ENSG00000151812	chr14	57543920	58002194	NC_071393_1	93848210	113999359
ENSG00000139971	chr14	57979735	58318139	NC_071393_1	94094021	114192212
ENSG00000131966	chr14	58180080	58255636	NC_071393_1	94232347	114254833
ENSG00000100567	chr14	58224843	58292012	NW_026527451_1	1	40793
ENSG00000032219	chr14	58278504	58393887	NC_071393_1	94265263	114321519
ENSG00000196860	chr14	58375928	58428702	NC_071393_1	94328561	114339476
ENSG00000100575	chr14	58388495	58447531	NC_071393_1	94339918	114341674
ENSG00000100578	chr14	58407385	58571297	NC_071393_1	94356840	114420998
ENSG00000165617	chr14	58613967	58668321	NC_071393_1	94510509	114520964
ENSG00000100592	chr14	59168646	59391405	NC_071393_1	95009364	115096427
ENSG00000181619	chr14	59409022	59485342	NC_071393_1	95138293	115139765
ENSG00000126790	chr14	59440363	59504408	NC_071393_1	95145287	115155734
ENSG00000050130	chr14	59464443	59525410	NC_071393_1	95158020	115170260
ENSG00000151838	chr14	59484539	59596812	NC_071393_1	95175367	115207112
ENSG00000139970	chr14	59575976	59890776	NC_071393_1	95314114	115474162
ENSG00000131951	chr14	59899713	60083559	NC_071393_1	95498005	115588734
ENSG00000126773	chr14	60071911	60189133	NC_071393_1	95621954	115653140
ENSG00000100612	chr14	60124119	60189856	NC_071393_1	95664543	115677389
ENSG00000100614	chr14	60225752	60319087	NC_071393_1	95749604	115759882
ENSG00000179008	chr14	60376469	60535543	NC_071393_1	95857763	115882191
ENSG00000184302	chr14	60489146	60532850	NC_071393_1	95898926	115900701
ENSG00000126778	chr14	60623421	60678259	NC_071393_1	95996683	115999578
ENSG00000100625	chr14	60689539	60744351	NC_071393_1	96038735	116047157
ENSG00000020426	chr14	60714742	60989965	NC_071393_1	96054019	116221579
ENSG00000126814	chr14	60951441	61001170	NC_071393_1	96226963	116234042
ENSG00000139974	chr14	60961114	61103733	NC_071393_1	96235429	116296890
ENSG00000027075	chr14	61167559	61570976	NC_071393_1	96491515	116689275
ENSG00000182107	chr14	61257370	61301761	NC_071393_1	96461483	116462535
ENSG00000100644	chr14	61675513	61768259	NC_071393_1	96850174	116875211
ENSG00000023608	chr14	61742420	61816428	NC_071393_1	96892123	116908179
ENSG00000139973	chr14	61791974	62132550	NC_071393_1	97031857	117123347
ENSG00000140015	chr14	62679464	63122037	NC_071393_1	97547847	117792842
